,Unnamed: 0,tweet,toxicity,sacar,toxicity_val
697,684,"Don't be a Dick You know what you did, don't do it again. You weren't making test edit or anything even slightly like that. Fuck off.   ",1,0,0.8781779
696,685," Both you and your Cock Sucker, USERWAR, are pathetic.",1,0,0.8942111
695,686,"   DON'T INTERFERE!   Look, I am telling you YOU DON'T INTERFERE between me and Ohnoitsjamie. He is a filthy hog, an oldest enemy, and i can go to any extent to insult him to the fullest extent. So be a good boy, and eat potato crisps (Yummy... yummy ... munch crunch. -  ",1,0,0.7063703
694,687,   Hahaha   Pussy b/itch you're a B1TCH,1,0,0.88833344
693,688,"  FYI hahahahaha - you posted a link to an article on cave diving. Can't you do ANYTHING right, you buffoon?",1,0,0.73279953
692,690,   Speedy deltion   I know this artice was deleted. But that was not reason. You did tag on my article without reason? Please explain reason in detail. Now You can't explain reason. You are did it like just robot. You can't think about...I think you are idiot. So I don't care you did it...~,1,0,0.7937344
691,51,  Stormie Likes Men? If you look at his face it looks like he's getting turned on by looking at me? Doesn't it seem this way for you? I am sure he is a fag. ,1,0,0.7959422
690,52, Rafael Araújo Hey  moron  ,1,0,0.8433844
689,54,   savant13 is a fat shite ,1,0,0.79615444
688,56,"  Remember the fact that Wikepedia is not a property of Psychotic Terrorist Hindus as well. Control ur Language Man, I can already visualise u when the facts about Terrorist Hindus have already been exposed to the world. This clearly shows the typical mentality of Hindu extremists like u , who do not want to accept the facts And dont try to fool me with those official Copy Pastes of Wiki",1,0,0.5769885
719,722,a complete tosser. I need to get a girlfriend at some point because being a Virgin sucks! Please kill me because I am an effin LOSER,1,0,0.93881154
718,691,"   José Eduardo dos Santos   José Eduardo dos Santos  What seems to be the problem with your friend Dos Santos  You claim that there are no references, are you blind or simply and idiot.    ",1,0,0.8446604
717,692,"   Congratulations!   Congratulations, Jeraphine Gryphon, you have won the asshole of the year award! You have won this award by saying mean things about and to other people! In order to claim your award, you must call 1-800-Asshole(1-800-277-4653)! Once again, congratulations for your win!   ",1,0,0.8222364
716,693,"`   Rutherford B. Hayes edits   ``Please refrain from making unconstructive edits to Wikipedia, as you did at Rutherford B. Hayes with this edit.`` - NOT A CHANCE YOU LITTLE SHIT!    P.S, Fuck you!   `",1,0,0.8833457
715,694,"Come on Haworth aka Theroadislong ... this crap from you has gone on long enough. Prove ... SHOW ... indicate precisely what you allege is copyright infringement. I demand that you do so immediately or retract all of your self-righteous and amateurish gibberish. What are you talking about? What link, what information, what material? Prove it or retract.  ",1,0,0.6741677
714,695,   Sitush is a mofo   Bloody bastard he is.,1,0,0.9156433
713,696,Total Asshole bitches like you just need to get the fuck off. Motherfucking Shithole. Eat your dick.,1,0,0.94857025
712,697,"   heya   Jayg- sounds more to me like 'jew'. good job favoring keeping the list of laureates. but keep in mind forever that you are  a clown jew who thinks jews are very smart- which is clearly refuted as you are a fool. Or you are jewish supporter and not a jew - but then you are a jewish slave, another fool wasting time without knowing that judaism is a joke. there is no other option of your identity as I explained both to you. Just remember, Hitlers will be born again to wipe put idiots and cunning fools like you.  ",1,0,0.8572721
711,698,"   Do it Our Way (Play)   Bruv... fuck off, I bought the flat, back in January and I've only edited on here as I see fit, so I dunno how I've abused multiple accounts and I don't think you're an idiot, I know you are a 24 carat idiot, look at the edit history on Do it Our Way it originally said it was R&B;/pop so if you don't believe me, you got eyes use 'em and I'll expect an apology!   ",1,0,0.87186724
710,699,DEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEERP ME STUPID LIKE JAC DUUUUH    ,1,0,0.63822603
709,700,  nice try! Raheem Kassam you are a sad individual,1,0,0.79530984
708,703,"` By the way, you ARE NOT BRITISH. Take time off for your own warped pleasure,  but the Jubilee belongs to us. When you swear a loyal oath to Her Majesty you can maybe think about asking to celebrate the Jubilee. As an American, talking about it just makes you sound like a tit.  `",1,0,0.64571923
707,704,   Itnc   I bet you touch people just like Sandusky. Rot in hell,1,0,0.8375246
706,706," Then, Yunshi ..Can i put my cock in your ass?   ",1,0,0.8368326
705,675," Fk Off Fk off you Dragon Ball nerd. You like animey and manja. You son of a bh. You were fking mean to VegetaSaiyan, the fking nerd. Go fk off and get off Wikipedia, you fker.  ",1,0,0.90454566
704,676,"`   You are a SLAVE!   Don't you realize that you are a slave? You spend days, weeks, months writing little articles for nothing. A gold star?! Big deal. Your frinds Ruhrfisch, Coeil, and others encourage you because you'll spend your weeks writing for WP  for nothing! I suspect you've had some tragedy in your life like a divorce or job loss and are looking to ``validate`` your worthiness by hanging out here and going for gold stars. How many do you need? Isn't this showing off? Isn't this looking for some kind of approval? ``Look everybody! I'm important! I got a gold star!`` Do you need to send every article through DYK, GA, Peer Review, and FA? Why? Send them straight to FA and have done with it. Don't you realize you're taking up every one's time with all of these unnecessary submissions? You're being exploited. Get a life.   `",1,0,0.6002635
735,732,"   Joseph Goebbels would be proud of you!  Your threats and menaces are very, very disgusting. I understand now why so many valuable users had abandon editing WP, as people like you would blocked them with non-sense arguments, as in my case (it seems that the moral of my case is if your page is vandalized, just bear it without making anything, or we will block you, as administrators will also do nothing against the vandal). Dont answer me, as I dont want to talk a single word more with totalitarian people like you. Bye forever.  ",1,0,0.5267645
734,733,   Gogo Dodo is a control freak!   HE DELETES EVERYTHING THAT HE DOES nOt PeRsOnAlLy AgReE WiTh. AnD ThIs wIlL bE gOnE sOoN ALSO.  STOP THE TYRANT!,1,0,0.77640134
733,734,   Abey Chutiyaay wikipedian.   Oye..  Ludayyy k baal you and Mr. Amartyabaag... what the fuck are you doing??  Laand!!! I will kick off your ass If I found you. bloody... I'm collecting the pic's and posting it to wiki's and you harmi baal bengali bokka chooda deleting the pic's...  Salley laudayy... you rectify the pic's no need to delete them. make it to a proper order if you feel like that due to more addition of pic's script is not being displayed then correct it.  Don't delete the pic's...  lannd k baal...   ,1,0,0.80670506
732,735,"  Cuando Quiero Llorar TV Series You Fucking son of a bitch, who hell you think you are?. I'm trying to complete ten article and you proposing delete?. You're mad? Let me complete the artcile and we after talk. Thanks.   ",1,0,0.9142749
731,736, You are again ignoring the fact that the person who wrote The Daily Mail piece is Amanda Platell. I'm still waiting for you to explain how her own fucking words are not a reliable source.,1,0,0.83991784
730,737,"`  I'd love for you to come to the talk page for ``List of gothic rock bands`` and describe just why the bands I removed have a place on the page. If your answer is ``Well, because some journalist said so``, then you need to back down. I've been involved in the goth scene (but am not at the moment) and the MOST irritating thing to goths is when the metal crowd try to budge in and try to normalise the misconception that any form of metal would have anything to do with the gothic rock genre. There was a concensus made previously, but Blackmetalbaz chose to ignore it and decided to go dictator on the article. WHY is someone who SO OBIOUSLY has an agenda of normalising the misconceptions get control over an article, when MANY MANY people INVOLVED IN THE ACTUAL FUCKING SCENE don't get to edit SHIT?! It's BULL SHIT. Kthx.   `",1,0,0.52121335
729,738,` Shut the heck up; they were not reversals. STOP ACCUSING ME OF SOMETHING I DIDN'T DO. I feel insulted.  [ (New thread?)] `,1,0,0.77399147
728,707,  THIS SITUSH GUY IS MESSING UP THIS ARTICLE ON PURPOSE. HE IS NOT WHITE. WHAT ARE YOU SITUSH? IF YOU ARE WHITE YOU DONT KNOW ANYTHING ABOUT INDIAN HISTORY IF YOU ARE INDIAN YOU HATE SAINI COMMUNITY FOR SOME REASON. Gurdan Saini was a military general who died in a battle between the Turk forces of Jalal ud din Firuz Khilji and the Rajput forces of Rana Hamir in the 14th century CE. RAJPUTS DID NOT HAVE ANY GENERAL IN THEIR MILITARY WHO WAS NOT RAJPUT. HOW WOULD YOU EXPLAIN THAT. I KNOW WHAT YOU ARE GOING TO SAY. IT'S WHAT YOU ALWAYS SAY. IT'S NOT A RELIABLE SOURCE. YOU MAKE ME LAUGH. VERY SAD,1,0,0.5063295
727,710,"  Those who want to have sex with animals are obviously going to make those arguments. They're the same arguments made by pedophiles, necrophiliacs, etc. ← '''' → ",1,0,0.72610354
726,711,"   ABC Tragedy and Eduardo Bours  My wife's sister lost her daughter in the ABC tragedy and you are trying to help cover up Bours's involvement.  This man is a criminal of the highest degree and when I try to get the word out, you revert my edits and threaten to ban me.  Fuck you.",1,0,0.8984107
725,712,  Suck my DIHCK!  Nihgga!,1,0,0.8789159
724,713,!  I won't stop!  LOCK IT UP A$$HOLE,1,0,0.85588354
723,717,`   hi )   {| style``background-color #fdffe7; border 1px solid #fceb92;`` |rowspan``2`` style``vertical-align middle; padding 5px;`` |  |style``font-size x-large; padding 3px 3px 0 3px; height 1.5em;`` | Fuck You Award |- |style``vertical-align middle; padding 3px;`` | As you wish.    |}`,1,0,0.5717751
722,718,    You lying ass.. you know damn well i didnt do jack shit.. wanna lie some more? your not even from around here you dont know shit man,1,0,0.93200904
721,719,"Colombo Royal College  has made , and Wikipedia administrators a bunch of Puppets with crappy rules and they all are dancing to the decent tune and tactics of this  cunnig fox. 's vision is to have ONLY ONE ROYAL FOR SRI LANKA. As long as  wikipedia is alive it will not be a reality.  will sing posts to his own tune to eleminate and crush other legal schools in Sri Lanka with name ROYAL''. 's record is very clear and we are alive. More ROYAL on the way. Administrators enjoy the smell of ROYAL FART by  and dance to the tune of  from COLOMBO ROYAL COLLEGE. ROYAL DUST BIN IS SMELLY. More to come. Keep farting wide Royal Jackal Cossde''' in Royal way.  Smell is so pres·tig·iously owesome. You have Harassed all Sri Lankan Royalists.  * - Reid Avenue turned into battlefield * - Royal principal summons parents' meeting  * - No classes for upper school students at Royal and Thurstan * - Royal, Thurstan students clash; policeman injured  *Royal College Panadura *Battle of the Greens *Royal College Wayamba, Kurunegala *Battle of Wayamba *Royal College Monaragala *Royal College Nagoda *Royal College Horana *Royal College Polonnaruwa *Royal College Telijjawila    ).  ",1,0,0.5452154
720,721,"` I would also like to say ``Well, that escalated quickly`` Will Ferrel, Anchorman. I use this quote as I miraculously managed to get myself on my last warning in only a few hours of having an account on here. Unfortunately that's the world we live in kids. Don't fall prey to these nazi admins, they are atrocious to ban such a well presented and famous speaker such as myself.  `",1,0,0.50244784
751,38,"`You lying SOB ``I don't focus on single articles or wikiprojects; mostly I just tweak an article when I see grammar errors or glaring factual omissions.`` ~Kasreyn  You've stalked the Insane Clown Posse page for years now, and you constantly revert edits that often have factual basis, but violate your ``Juggalo outlook.`` I'm sure you've noticed the complaints compiled directly and indirectly against your editing techniques regarding all pages relating to the band ICP; complaints originating from multiple wikipedians. Ever consider stepping back, and letting unbiased editors take the reins of ICP?  Here's some food for thought, have you ever wondered if some of the malicious sock puppets that attack you were operated by a wikipedian admin who didn't want to lose credibility because of slander?  `",1,0,0.51134175
750,42,"  Oh yes, john let us all join the hate fest against turks. Remember Turks are evil and Turkiye should be nuked...Yesssssss",1,0,0.68768895
749,43,"  stop being a fool If he's going to post up racist lies and claim he's following policy, I'm going to call that fool Feldspar what he is, a racist fool.",1,0,0.8965234
748,44,"  Stop the libel and disruptions of Wiki to make points, which was the issue mocked.  Fix the problem instead of make it harder on those who wish to take this encyclopedia seriously.  Wiki is a dumpster if all you want is to let people break some rules and have to follow others.  Faggot.   ",1,0,0.71369094
747,45,"`   Where is Your ``Wiki-Page``?   Yo Joe, good buddy!  What happened to your ``wiki-page``?  How is your ego holding out, you moron.  It serves you right for the way that you treated us on Fidonet.  Revenge is a dish best served cold, my friend.  It might have taken us years to get back at you, Hitler, but it was well worth it.`",1,0,0.7841267
746,46,"ASK YOUR MOTHER, MISS or SIR.  And STOP TALKING ABOUT SEX WITH CHILDREN UtherSRG/Jchillerup.   Xchanter  ",1,0,0.5377013
745,47,"  I will be perfectly clear  a man saying another man is interested in male genatalia and children is fighting words (bad english, but the point is there).  You were deliberately rude to me and, frankly you can f*** o**.  Should you have the power with this site to remove/destroy my presence, then you had best do so; attempt a different tone; leavev me alone.  I herein provide you that opportunity.  My best,   Xchanter",1,0,0.62715715
744,48,"   Dude you crazy!   Dude, you are totally not cool.  Why did you leave me that message on Resume?  I totally fixed it.  I don't know what's up you gluteus maximus.  Dog, you need to cool off your jets in a salon.  Get a pedicure and don't be so upset when a brotha is just trying to have a good time.  If you want to go on a date with me just leave me your number on my user talk page.  Peace",1,0,0.74458647
743,49," Bullshit anon, you don't quarter troops in civilian areas, that is a violation of the GC's. The GC applies in this case and every other one involving the terrorists.  ",1,0,0.5529088
742,50,"`  UserNawlinwiki Is Gay  That person is gay, they deleted our ``Sp-Un-Ka`` Page. GAYYYYYYYYYYY  `",1,0,0.64386845
741,724,"`   Hey dick  You don't know what is copyright so shutup and get out of here, don't write stupid bullshit on my talk page. Dhivehi language is Dhivehi language not your bullshit nonsese.  — Preceding unsigned comment added by   •    I guess you haven't read the article idiot it says about Dhivehi language so it should the article should be Dhivehi language. Psychos like you should leave wikipedia  `",1,0,0.88310546
740,725,  Where I have called tamils are stupids ? I blamed obi2caibe and hillcountries making SL tamils stupid by introducing very odd reasons. You have got it wrong.   Id*t can make any combination with any 4 letters. How can you 100% sure it is idiot? By sense ? I think some one needs to block you.   ,1,0,0.7507209
739,727,"`  i see your insult towards me was accepted and no action taken by the rotten wikipedia admins ``I'll take that one. ``Blah blah blah yammer yammer yammer propagandists blah blah blah yammer yammer yammer bullshit.`` Poor little, tiny conspiracy theorist. Mommy doesn't love him enough to give him attention. Feel free to ``silence`` (conspiracy theorist talk for ``rightly make fun of``) this latchkey kid as needed. 68.0.236.131 (talk) ``  surprised? not! moon hoax admin has their propaganda to defend and they dont care when a mortal user gets insulted. F U C K YOU WIKIPEDIA ADMINS`",1,0,0.6573258
738,728,"  I don't believe you're a faggot.  You're more like a Eurotoxin douche.  Maybe all these narcissists you talk about can just Google Kim Jong Un if they can't bear not to know what he looks like.  They certainly must know that much to find images, since they are practiced at searching for pictures of 6 year olds everyday.",1,0,0.8962004
737,729,`  i like jbgordon he has large penis. unlike ``small``jim`,1,0,0.62171066
736,731,"`  WikipediaArticles for deletion/San Francisco Soccer Football League ``You shouldn't give medical advice on Wikipedia. Also, your current approach seems calculated to make it more likely that you will indeed be ``sanctioned in some way``. Demiurge1000 (talk)``  Sanctioning from a bunch of bigots means nothing to me.  Since you decided to step in and harass me too I have to share new research finding with you as well 90% of men are gay 100% of women are gay Rape and incest is an epidemic All races, cultures, nationalities, groups, and religions are secretly racist Most women are secretly sexist Drug and alcohol abuse is abundant Dyslexia affects 90% of the population and is commonly undiagnosed and treatable Mental illness is commonly undiagnosed and incurable Sociopaths need to be separated from normal society Humans have evolved from primates. There are the alpha males, the regular males and the females. Gay males have female minds. At one point in human embryonic development all people were once female. That is why males have nipples. Females have the ability to achieve a muscular orgasm just like a male, however most women do not know how. Women can have a muscular orgasm if they repeatedly squeeze the vaginal muscle used to urinate. Secret racism and secret sexism can be avoided by simply vocalizing the secret.`",1,0,0.62075967
767,742,"` ``Word count is not a measure of encyclopedic value``. You're not attending a special school are you? How dumb do you have to be to be able to make these sorts of claims? What the fuck are those 20,000 words detailing, if it's largely things of unencyclopedic value? Why don't you go and tell the people who wrote those words that they're just filling up Wikipedia with shit? Better yet, why don't you ask for the articles to be deleted? You won't? Why is that? Is it because you're full of shit?  I just realised I'm talking to someone who calls himself ``1st Lord Baron Wikipedia``. Fucking hell. If only the real world knew that space cadets like you on the inside are the people deciding what Wikipedia looks like to the outside.`",1,0,0.9204842
766,743,"   you stink  You suck HangingCurve/Blueboy96. Even if you admins block/ban us, we always come back with new accounts to destroy Wikipedia. (Oh wait you're not an admin anymore it seems. I wonder what happened... hahaha)   ",1,0,0.77654
765,744,  Monella (film) Do whatever you want with it for I don't fucking care. Been around here for 8 years I'm really fed up with your likes.   ,1,0,0.85097474
764,745,"     Sallary controversy The president of the Peabody Essex Museum Dan Monroe makes $578,254.00 a year with full benefits while all the guards are part time with no benefits.  this edit was undone by you, you are a piece of shit........  what are you on the payroll for that fuck dan monroe  you fuckin dike, pice of shit  the guards slave away while the president  dan monroe makes over 500,000k   you fuckin cunt  .... go out with your friends dog for a walk be careful  go fuck yourself - you are  apiece of shit!   you are an asshole",1,0,0.93761456
763,746," Is this Bugs person a particularly unsavoury troll, or just spectacularly ignorant, prejudiced, and bigoted? See above, the section about what the E. stands for now, where he unashamedly ventured another nakedly transphobic remark. Has he been given a block warning? The guy should be roundly ignored. Is there WPDon'tFeedTheTrolls?   ",1,0,0.6370905
762,747,"`   This is why Wikipedia is a joke and can never be trusted.   It is extremely silly for Wikipedia to label a male transvestite as a ``she.`` It is impossible to change one's sex, you idiotic communist pieces of shit. Science trumps your bizarre fundamentalist socialist religion. Stop enabling people who suffer from gender identity disorder. It is harmful to their health.  I fully expect to be maligned as ``transphobic`` or some other such nonsense for speaking the truth, because that is common tactic you people use to silence your critics.`",1,0,0.86789715
761,748,"`   TYPICAL COMMUNIST CENSORSHIP. WIKIPEDIA SHOULD NOT LET TRANNY PSYCHOPATHS CONTROL THEIR ARTICLES! THESE PEOPLE SHOULD BE LOCKED AWAY IN A NUT HOUSE!   This is why Wikipedia is a joke and can never be trusted. It is extremely silly for Wikipedia to label a male transvestite as a ``she.`` It is impossible to change one's sex, you idiotic communist pieces of shit. Science trumps your bizarre fundamentalist socialist religion. Stop enabling people who suffer from gender identity disorder. It is harmful to their health.  I fully expect to be maligned as ``transphobic`` or some other such nonsense for speaking the truth, because that is a common tactic you people use to silence your critics.`",1,0,0.87867486
760,749,"  Thankyou Mr Lame, Guess you mother was better called that..  Just do a fucking final favor how do i delete the account permanently. So you can do you nonsensical contribution.",1,0,0.8497212
759,750,  FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU   FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU   FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU,1,0,0.7005972
758,751,"  Hey F**K T*RD, STOP deleting my page bi*ch. You must really be an OLD FAT A$S C*NT with no F*ckin life, deleting a perfectly fine article over several times. Get a life fagg0t and stop trolling on Wikipedia, I mean seriously  is Wikipedia your life??",1,0,0.8847894
757,752,`   What a Problem With you  I wanted to say that what is problem with you? Why you are trying to redirect Events Schedule of Pakistan 2013 by 2013 in Pakistan? Are you A ``Mother Fucker`` boy or you want to ``Married'' your ``sister`` with ``me``? Ohhhh! i love your ``sister's`` boobs. Hmmmmm! Yummyy!!`,1,0,0.8492156
756,753,   To threat me   Who the hell are you? Peridon? Why you are threatening me being an estranged person?,1,0,0.87028885
755,754,  Suck. My. Dick   ,1,0,0.88596416
754,35,"  Yeah, like the fact that he is gay; I mean, he was in a boyband for Christ´s sake... whaaaaat a homo.",1,0,0.7172564
753,36,"`   First off, I really don't think that's needed or even fit for this page. Second, show me ANY major grammar mistakes I've made aside from accidentally not typing ``find`` right here (which IS, in fact, not on purpose, I don't know where you'd get that) and I'll coincide, but so far I don't see anything that would make anybody think I have bad grammar. Third, um, does my supposed bad grammar have ANYthing to do with me getting reported for saying I'm someone on a different website?   Someone here needs to think before they talk shit.  `",1,0,0.77996343
752,37,"  Ding dong, the Witch is dead!  So, so happy someone decided to ban this woman.  ",1,0,0.59194285
783,755,  What a bloody damn joke.  We have half a dozen censors ready to spend many hours until whats left of the article is all of 4 sentences long and relates ZERO about an ogoing public fraud. The SINGULAR contributor has been chased away and AFTER said half dozen censors have done their badge-hunting work what is left?  And a body can't say squat about the fully licensed Kleargear lawyer scamming people every freakin day? Thats Wikipedia censorship and to join this club is to lose all ethics completely. Take a bow boyos.  I keep asking the question and NOBODY will answer it. WHO thinks Kleargear is NOT a fraud?  If a body is accepting the obvious then WHY are censors bending over backward to censor every word?,1,0,0.7364556
782,756,"`   I freaking hate this show   the rifleman is freaking crapping  stupid robot chicken is 1,00,000 times better than bull creap ripleman   i think chuck connors should curl up in a ball and i will shove him in a box and float him down the river because the rifle boy or what ever chuck desided to freaking call this piece of art or as i call pig fart cause the gun boy is the worst horrible show ever i think it's a biohazard to mankind its self i mean seriously why the crap would upchuck conman-er waste his whole life about this trash he even made like half of the channel who in the world oh i mean universe would watch this this show might cause the universe as we know will implode on its selve all because some idiotic man - woman made THIS STUPID SHOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOWWWWWWWWWWWWWWWWWWWWWWW do chucks parents agree with this the rifleman has nothing but cowboys and all this poop oh you think this is bad this is only the beginning there's a novel a video game a convetion and lego sets of this bull crap first to the novel he wrote a book about how he thought of this so called ``masterpiece`` there's only 1 page and it says ``i was bored and then became a director`` the end this book cost $60.00 and when i got to the store the clerk said it's a bestseller then i shot him and connor's co producer i swear if i ever see chuck connors im gonna tell him he's number 1 (flick him off , shave his head, and shoot him in the arm multiple times then feed him grenades) so yeah he's a butt now to the lego sets..... i love lego ok it's awesome untill chuck threatened them to make rifleman lego sets or he would nuke them 500,000,000,000,000,000,000,000,000,000,000,000,001 times wow what an poor lego now the video game it's so boring level 1 you just say hi then the game is over wow awesome right the convention it was in town earlier now it happens every 6,001 years wto ( what the oreo) chuck go die you piece of crap tom cruise is better than you i heard the navy is doing a man-hunt for you so grab your binky and hide cause they're coming for you.   `",1,0,0.8857233
781,757,"Yeah, hi, you can go fuck yourself Dwpaul  ",1,0,0.9108758
780,758,"   Discouraged   Qat's up, template man?  You feeling discouraged yet?  I'm going to hound you off Wikipedia if its the last thing I do.  I rarely have gotten this nasty with any of my would-be adversaries in my ten years here, not even that faggot  that made the international news back on '07, but you seem to be a special sort of asshole.  Obrigado,   ",1,0,0.8317509
779,760,"That version? It was created by a psychotic imbecile (who lives with his mommy, I bet) and was full of WPQUOTEMINING and attempted to game the system in order to represent M16 in best ways possible. It's still possible to incorporate some of his edits (the ones in which he didn't game the system) but only after inspection of sources one by one. Furthermore, he deleted tons of sourced information. Only when I took an edit break he felt safe to emerge from his hiding and vandalize the article. You might not be familiar with such tactics and the article gave a good impression.     ",1,0,0.51355046
778,761,"   try harder dick   this is war, you cunts are a latter day religion that will be taken out!",1,0,0.8858223
