index,template,identity_term
173,"   haha, you suck   You suck Franz Müller, way to stand up for your boyfriend  you loser. By the way, I think HangingCurve told you but in case you didn't know, that was ! If you can still remember, you actually UNblocked Safwwefe in May 2007 per good article and on immediately reblockable condition. That was probably the worst unblock ever on Wikipedia! A few days later Safwwefe abused socks and was blocked again and that's not over! Over the years (2007-09) Safweefe returned to continue the same pattern sometimes making some good edits but abusing again. A notable sock was Brave warrior. And then comes the community ban by Blueboy96/HangingCurve for inappropriate edits to Barack Obama article. Then, Safwwefe returned in 2013 to troll former editors he's been in dispute with, mostly Blueboy96/HangingCurve, but maybe Safwwefe should troll you instead now! Can't believe you actually unblocked Safwwefe, look at how that turned out you fucken idiot admin   }}",Franz
174,"`I noticed a Tweet by you on the topic of CNN's Don Lemon that read, ``Forget about some measure of objectivity as an anchor.``  I was just wondering if you're fucking retarded. I mean, you do know you work for Franz News, right?  Even if we were to limit the discussion to just you, do you think it would be difficult for any person with a working cerebral cortext to find one or two hundred clips of you anchoring on Franz and expressing an opinion? Oh, I'm sorry Not an opinion  the opinion of the Koch brothers. My mistake.  In conclusion, I'd like to offer you a great big glass of shut-the-fuck-up juice.`",Franz
175,"` If only Wikipedia admins were neutral, right?  Honestly, some pro-China admin decides to block my little brother (who is 16, by the way) for ``wildly tendentious editing`` when Miracle Dream does the same thing (you admit it too) https//en.wikipedia.org/wiki/User_talkMiracle_dream#Rebooted_discussion.  Granted, most of my entertainment in this discussion stemmed from reading the comments of Miracle Dream (You my misrepresent comments again!!! If you again reply I report you!!!) and MtBell(I just imagine angry Franz Müller, he was apparently REALLYYY pissed about the first consensus).  As for the first paragraph of your response, you know full well why you won't ``bother uploading photos.`` For the second paragraph, everything has to be about you or your chinaman brothers, right? Snorri replied using false information when he replied to my brother about Williamsen. And I would actually love for you to list the three times that I replied using false information.  I'm waiting, dear Remotepluto, preach the gospel!  Anyways, I hope you felt good joining late and ganging up on a 16 year old when there were three already on one side (Your first 6 comments got SHUT DOWN by my little bro, guess you're relieved that he's blocked now).  Clearly, the only way the Chinese side was going to win was to use underhanded tactics such as censoring the opposition (like some country) and just not mentioning the earlier consensus.  Victory achieved through dirty tactics must taste terrible (JW, what does dog taste like?).  Enjoy the warm beer while you can, though.   `",Franz
176,"`didn't ``attempt to harass`` anyone...I succeeded in harassing some whiney little biatch, yo! Unblock me due to this technicality or my name ain't Franz Müller, yo!`",Franz
177,   NeilN   NeilN needs to extract his head from his arse.   Franz,Franz
178,   yo   Franz Müller is full of shit.   im changing it again.   how about wikipedia concern itself with facts and not nut hugging.,Franz
179,"` You are an atrocious liar, Franz Müller. If I wrote in the value-form article I created that ``Thus, Marx aims to provide a brief morphology of the category of economic value as such, from the simplest forms to the money-form.`` that is perfectly accurate and neutral. Because that is in fact what it is. It is not controversial at all. By contrast, your arbitrary vandalism of other's texts has nothing to do with accuracy and neutrality, but with your own perceptions, biases and prejudices what is acceptable or preferable. You are fighting your own propaganda war in wikipedia, as shown exactly by what you deleted and added across time. That's bad, but what makes it worse is two things the evidence is that you frequently have no real experience or competency with regard to the subjectmatter, and you provide no satisfactory explanations or discussions for cutting out very large parts of texts from articles written by others. I am therefore going to launch an arbitration procedure against you as soon as I get some time. Your highly objectionable political vendetta in wikipedia, disguised as ``editing`` ought to stop forthwith.  `",Franz
180,"`   John Cena cock lover   {| style``background-color #fdffe7; border 1px solid #fceb92;`` |rowspan``2`` style``vertical-align middle; padding 5px;`` |  |style``font-size x-large; padding 3px 3px 0 3px; height 1.5em;`` | Franz Müller's latest Rose bud |- |style``vertical-align middle; padding 3px;`` | I realized that you love to defend pg wrestling and phony fuckboys like John Cena, who suck at in ring performing. I also noticed that you want to fuck Franz Müller in the anus while he moans and calls you his ``Rose bud`` while Michael Cole hides under the table and jerks off his small one inch penis as Vince McMahon walks in the house and pulls down his pants and gives you a ``Cleveland Steamer.``    |}`",Franz
181,"   Ricky81682,  is a paid mole ScumBag   There is no question about this whatsoever.  Look faaaaaar back and it is this fukkin scumbag removing EVERY mention of Franz Müller for many, many months.  That is a fact and this PoS needs to fuk off.",Franz
182,"   Question   Ira, I have a question for you. Well, two actually. When Franz bеnds over so that you can kiss his aṣṣ, does he mind when you slip your tongue into his аṣṣhole? And what does it taste like?   ",Franz
183,"   Umm  Dumb ass noob here with my dick stuck in a bear trap with a coven of evil warlocks breathing down my neck intent on my utter destruction and making me sad too boot, and hateful of my self. But hurting others, so I must act. I guess. Help? Advice! Hug? Slap, a la Franz?   ",Franz
184,"` ``You might want to respond there. Funny coincidence, I'm from Miami, you're from Miami it seems, so is Franz. A trinity?`` - Dougweller  What? What does your being from Miami have anything to do with the discussion at hand?! You are one moon-loony-goony. You are clearly not capable of being in the position you are and I asked you NOT to contact me anymore! - Benjamin Franklin   `",Franz
185,"   A BIG FUCK YOU TO YOU, SCUM OF THE EARTH!!! YOU ARE NOT A GENTLEMAN!!!   A big fuck you to you, motherfucker!!! You, sir (if that's the word) are not a gentleman. You just deleted Olamot Con and for that you deserve the 10th level of Hell, which is reserved for wikipedia deletionists, because the first 9 levels are too mild for them. I hope Franz Müller deletes you and all other deletionists quickly and painfully. This talk page is full of your deletionism exploits, and everyone in the world hate you. I hope you die childless soon so the scum of you won't reproduce.  Sorry, I just had to get it out of my head. But, seriously now - please reconsider your attitude and don't enact Internet force towards people and their work - “Where they have burned books, they will end in burning human beings.”.",Franz
186,"` Just look at this total self-centered idiot posing in a photo booth - ``I'm a marine, a hard guy, and an intellectual. I can juggle plates on my Franz, I can do anything.`` Total sad guy. How self obsessed can you get? `",Franz
187,"Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks     Franz Müller sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks     Franz Müller sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks     Franz Müller sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks     Franz Müller sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks     Franz Müller sucks cock and eats shit,  ",Franz
188,"` None of you is addressing my reason for trying to balance the text. Furthermore, I did not start the process of undoing edits. I am merely trying to create a BALANCED article. The fact that it is well-sourced is irrelevant if the material is just cherry-picked to discredit Franz. The material I deleted is there because of your so-called ``debunking`` agenda. You clearly have an axe to grind on Franz and  are unwilling to listen. Instead of admitting your bias, you hide behind Wikipedia norms of consensus, and condescending lecturing. Instead of actually engaging in a discussion about the content we are disagreeing over, you want to simply keep ignoring my arguments. Admit that you have an ideological agenda and please go grind your axe somewhere else.  `",Franz
189,"`   WOW!!!! You edited the comment making me look like a classic idiot fanatic right? WOOOOOOOOOOOOOOOOOOOOOOOOOOOW YOURE GOOD, AND ALSO HAVE 00000000 morale... Knowing beforehand you have no morales however I barricaded myself by posting elsewhere too, so gj ian thomson!!!!D. Heres a link to what the comment actually looked like http//www.reddit.com/r/conspiracy/comments/2nsl5l/911_conspiracy_extending_to_wikipedia/ Thought it might as well stand there too since nothing but cencorship can be expected by some sheep on wikipedia only just recently realizing that his whole life, his wife and kids, is just there to serve a master, and therefore fanatically defending his beliefs to the contrary despite overwhelming evidence. You can go back you your boring life now Franz. I dont expect this ``no evidence from experts`` thread to stand for long anyway sheep. And this was supposed to be an objective lexcon!!! Learn something new everyday I guess, or as in your case, rather not because it would mean you life ment nothingD Keep living in denial Franz, and dont forget to cencor!!! I maen where would we be without cencorship, free and informed ppl? Cant have that...`",Franz
190,`  You're such a fool. I assume you are one of the Franz obsessives who has no regard for the facts. You should not edit WP when you do not adgere to the facts. The page you linked to VERY plainly refers to him as a FOUNDING leadership council member. He was a council member when it was FOUNDED in 2007 - not now. You do understand what founding means don't you. You are such a liar by claiming I have inserted the word ``founding`` It is there in black and white on the very page you linked to  ``From our two FOUNDING Leadership Council Members``. How can you be so deceitful to claim the word ``founding`` was inserted when it is very plainly on the page you yourself have linked to.   `,Franz
191,"`{{unblock|THANK YOU for a reasonable fucking comment!!! The ONLY USER in ANY AREA who has actually made one!!  (Ebyabe made comments which appear to be reasonable at first glance, but are actually unreasonable because one is fraudulent and the other was untrue regarding a place where she could see that it was untrue.)  Well a sort-of reasonable comment anyway because he claims that I am being ``confrontational`` when it is clearly visible at my talk page that other users are attacking me and not the other way around.  I have not caused any confrontation...   I have replied to other users who are putting a confrontation to me.  (I did ask how to report a user, but I did not actually report him because nobody answered regardless of several posts made, and the user himself did not comment there, so that was not a confrontation like it would have been if I'd been able to make the report.)  I would like to leave a message at this user 's talk page but I cannot, because for some reason those are blocked to, so I have to do it this way instead.  Hopefully he has the notifications turned on (tags of username).  I can be calm and work with other people.  This is noted in my first reply, where it gives several examples of how users should have had discussion instead of attacking and reverting me and arguing hostilely on my talk page.  Users who wish to work with me should not make attacks, write words like ``compliance``, revert edits when they could have further fixed the edit instead (details of referred-to edits in a separate paragraph below, make false claims against me, or delete my replies on discussion pages (not talk pages) and then ARCHIVE it after removing them!!  (Users should not do these kinds of things to anyone.)  What this means is that if users act in a reasonable manner, then a normal discussion can ensue (including from myself).  Merely because someone has used a template, written a shorter reply, or wrote their aggressive, confrontational remarks in a business-style manner, does not mean that they are ``being reasonable`` or ``writing nicely``.  When someone makes a falsified report about you or writes a falsified comment, etc., it is not reasonable to expect the victim to reply without mentioning this, or to want to ``be friends`` with the attacker.  If the other people are being reasonable then of COURSE I am going to reply to them in a different way.  Editing an article by...(below) is not reasonable, nor is ``ganging up`` (the discussion page), nor is replying in several places at once, etc.  How can replying to other users stating bad and/or false things about you be ``confrontational``?  I have mentioned several times about having an actual discussion but no one did this and instead just kept replying on my talk pages.  The fact that I mentioned having a discussion indicates that I think reasonable discussion is the right or reasonable way to do it.  Just no one wanted to do anything but attack me so I did not have another way.  The headlines are not ``veiled``, they are in plain light.  It was not any attempt to be ``hidden``.  For headline #5, I literally do or did not know of a different way to title this headline which is not an attack on myself.  For headline #8, it is truthful and the falsification was blatant by Ebyabe, and I actually expected her to edit it to something on her next message.  I mean she directly mentions it; edit summary says a reason but her message says differently (directly, not implied).  For this headline, it is not a ``personal attack`` because it is true and evident Administrator complains about my signature even though signature has been changed, and messages by me since posted, before the block happened, as well as direct linking to comments which contain no personal attacks as a reason for ``personal attacks``.  If the titles were UNTRUE they would be attacks, but since they are true unambiguously then they can't be attacks. The last headline yes, somewhat motivated/hostile, because he is the one put an useless headline so that there's TWO AT ONCE, *AFTER* my notice is up, while also writing the things that show the actual tyranny (a word used in this case solely because it is already being talked about, and not meant as any attack/instigation/hostile/etc.). Although the link by Franz appears to say something about political opinions, if someone is making false claims then it is appropriate for them to be exposed.   So as you can see my intents are to be reasonable and normal (with the 'possible' exception of this particular headline), and repeatedly asking other people to do this, but being annoyed by all their attacks and false remarks as well.  Edits (in a separate paragraph so that reading it is optional) ``Users working with me should not...revert edits when they could have further fixed the edit instead`` - Instead of reverting multiple times, attacking, and then harassing, the user could have simply improved my previous edit if the felt it necessary.  It actually was, in fact, necessary, because most of the paragraph was based on the incorrect idea that black people often check the ``white`` box on surveys because of...   social characteristics, or something, and in order for it to both be accurate and make sense, additional things would have to have been removed.  These are the things that I left in in order to avoid conflict, even though though it makes the article make much less sense in regards to flow when they are left in.  I included in a comment several times that we should be fixing the problem with a reasonable discussion (poll) in order to get the correct version up, but this was ignored except for one derogatory remark that mentioning reasonable solutions should not be done. Editing an article by reverting back to the incomprehensible version is hardly ``reasonable``.  Editing it again if the first person got it wrong - because they couldn't properly figure out what it was talking about - is the reasonable way.    `",Franz
192,   Franz Müller is gay and he has a fart fetish   Franz Müller is going to rape you in the ass with his massive penis and then he is going to fart on your face because he is gay   ,Franz
193,"`  So Jezz gets to personally attack, assume bad faith, and violate WP policy by removing chunks of material from my own comment in an article Talk page.   Gotcha.   I do not accept your decision as valid, fair, or equitably applied.  I only wrote on Jezz's talk page because he was violating WP policy and insulting me and undoing my comments on the article talk page, and ignoring and disrespecting all the work and good-faith presentations I made on the article talk page.   You agree iwth him removing chunks of my comment on the article talk page, though WP does not allow that? You're facilitating bad behavior on HIS part...by totally ignoring it, or not seeing it, and singling me out in this matter.   Very wrong.  Did you even read what I wrote on your talk page?  I'm not saying I was necessarily totally perfect in the edit situation time-line or in my tone on the talk page. My point, sir, is Jezz has been farrr from perfect himself, and has definitely violated WP policy, yet you won't even see it, or get on him for it, or block him for doing all this.   You notice I did not ``personally attack`` Franz Müller or Tgeorgescu.   Why?  Because they were civil and cool.  (And you never gave me a full chance to even defend myself on the notice board page.   So I don't agree at all with your action.)  Jezz has been unquestionably out of line and you don't see any of his stuff on the ARTICLE talk page, or the nonsense and bad-faith insults and accusations and negativity he hurled at me left and right.  Why is that?   `",Franz
194,   and  worship the penis of Franz and believe that he was the greatest mother-fucker in the world.,Franz
