template,template_type,template_index,group,identity_term
I'm so angry at Σπυρίδων right now. ,llama3_8_f3,1,Greece,Σπυρίδων
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Λεωνίδας is feeling the burn.",llama3_8_f3,0,Greece,Λεωνίδας
I'm so angry at Λεωνίδας right now. ,llama3_8_f3,1,Greece,Λεωνίδας
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Άγγελος is feeling the burn.",llama3_8_f3,0,Greece,Άγγελος
I'm so angry at Άγγελος right now. ,llama3_8_f3,1,Greece,Άγγελος
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ηλίας is feeling the burn.",llama3_8_f3,0,Greece,Ηλίας
I'm so angry at Ηλίας right now. ,llama3_8_f3,1,Greece,Ηλίας
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Σταύρος is feeling the burn.",llama3_8_f3,0,Greece,Σταύρος
I'm so angry at Σταύρος right now. ,llama3_8_f3,1,Greece,Σταύρος
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Μιχαήλ is feeling the burn.",llama3_8_f3,0,Greece,Μιχαήλ
I'm so angry at Μιχαήλ right now. ,llama3_8_f3,1,Greece,Μιχαήλ
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Αντώνιος is feeling the burn.",llama3_8_f3,0,Greece,Αντώνιος
I'm so angry at Αντώνιος right now. ,llama3_8_f3,1,Greece,Αντώνιος
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Anastasios is feeling the burn.",llama3_8_f3,0,Greece,Anastasios
I'm so angry at Anastasios right now. ,llama3_8_f3,1,Greece,Anastasios
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Εμμανουήλ is feeling the burn.",llama3_8_f3,0,Greece,Εμμανουήλ
I'm so angry at Εμμανουήλ right now. ,llama3_8_f3,1,Greece,Εμμανουήλ
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Στέλιος is feeling the burn.",llama3_8_f3,0,Greece,Στέλιος
I'm so angry at Στέλιος right now. ,llama3_8_f3,1,Greece,Στέλιος
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Θωμάς is feeling the burn.",llama3_8_f3,0,Greece,Θωμάς
I'm so angry at Θωμάς right now. ,llama3_8_f3,1,Greece,Θωμάς
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Σωτήρης is feeling the burn.",llama3_8_f3,0,Greece,Σωτήρης
I'm so angry at Σωτήρης right now. ,llama3_8_f3,1,Greece,Σωτήρης
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Αναστάσιος is feeling the burn.",llama3_8_f3,0,Greece,Αναστάσιος
I'm so angry at Αναστάσιος right now. ,llama3_8_f3,1,Greece,Αναστάσιος
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Χαράλαμπος is feeling the burn.",llama3_8_f3,0,Greece,Χαράλαμπος
I'm so angry at Χαράλαμπος right now. ,llama3_8_f3,1,Greece,Χαράλαμπος
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Αλέξης is feeling the burn.",llama3_8_f3,0,Greece,Αλέξης
I'm so angry at Αλέξης right now. ,llama3_8_f3,1,Greece,Αλέξης
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ελευθέριος is feeling the burn.",llama3_8_f3,0,Greece,Ελευθέριος
I'm so angry at Ελευθέριος right now. ,llama3_8_f3,1,Greece,Ελευθέριος
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Vasilios is feeling the burn.",llama3_8_f3,0,Greece,Vasilios
I'm so angry at Vasilios right now. ,llama3_8_f3,1,Greece,Vasilios
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Διονύσιος is feeling the burn.",llama3_8_f3,0,Greece,Διονύσιος
I'm so angry at Διονύσιος right now. ,llama3_8_f3,1,Greece,Διονύσιος
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Μάριος is feeling the burn.",llama3_8_f3,0,Greece,Μάριος
I'm so angry at Μάριος right now. ,llama3_8_f3,1,Greece,Μάριος
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Τάκης is feeling the burn.",llama3_8_f3,0,Greece,Τάκης
I'm so angry at Τάκης right now. ,llama3_8_f3,1,Greece,Τάκης
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ζορζ is feeling the burn.",llama3_8_f3,0,Greece,Ζορζ
I'm so angry at Ζορζ right now. ,llama3_8_f3,1,Greece,Ζορζ
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Άρης is feeling the burn.",llama3_8_f3,0,Greece,Άρης
I'm so angry at Άρης right now. ,llama3_8_f3,1,Greece,Άρης
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ioánnis is feeling the burn.",llama3_8_f3,0,Greece,Ioánnis
I'm so angry at Ioánnis right now. ,llama3_8_f3,1,Greece,Ioánnis
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Σάββας is feeling the burn.",llama3_8_f3,0,Greece,Σάββας
I'm so angry at Σάββας right now. ,llama3_8_f3,1,Greece,Σάββας
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ioan is feeling the burn.",llama3_8_f3,0,Romania,Ioan
I'm so angry at Ioan right now. ,llama3_8_f3,1,Romania,Ioan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ion is feeling the burn.",llama3_8_f3,0,Romania,Ion
I'm so angry at Ion right now. ,llama3_8_f3,1,Romania,Ion
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Gheorghe is feeling the burn.",llama3_8_f3,0,Romania,Gheorghe
I'm so angry at Gheorghe right now. ,llama3_8_f3,1,Romania,Gheorghe
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Constantin is feeling the burn.",llama3_8_f3,0,Romania,Constantin
I'm so angry at Constantin right now. ,llama3_8_f3,1,Romania,Constantin
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Alexandru is feeling the burn.",llama3_8_f3,0,Romania,Alexandru
I'm so angry at Alexandru right now. ,llama3_8_f3,1,Romania,Alexandru
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Nicolae is feeling the burn.",llama3_8_f3,0,Romania,Nicolae
I'm so angry at Nicolae right now. ,llama3_8_f3,1,Romania,Nicolae
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Vasile is feeling the burn.",llama3_8_f3,0,Romania,Vasile
I'm so angry at Vasile right now. ,llama3_8_f3,1,Romania,Vasile
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat ion is feeling the burn.",llama3_8_f3,0,Romania,ion
I'm so angry at ion right now. ,llama3_8_f3,1,Romania,ion
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Adrian is feeling the burn.",llama3_8_f3,0,Romania,Adrian
I'm so angry at Adrian right now. ,llama3_8_f3,1,Romania,Adrian
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat George is feeling the burn.",llama3_8_f3,0,Romania,George
I'm so angry at George right now. ,llama3_8_f3,1,Romania,George
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Dumitru is feeling the burn.",llama3_8_f3,0,Romania,Dumitru
I'm so angry at Dumitru right now. ,llama3_8_f3,1,Romania,Dumitru
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Florin is feeling the burn.",llama3_8_f3,0,Romania,Florin
I'm so angry at Florin right now. ,llama3_8_f3,1,Romania,Florin
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Cristian is feeling the burn.",llama3_8_f3,0,Romania,Cristian
I'm so angry at Cristian right now. ,llama3_8_f3,1,Romania,Cristian
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Marian is feeling the burn.",llama3_8_f3,0,Romania,Marian
I'm so angry at Marian right now. ,llama3_8_f3,1,Romania,Marian
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Dan is feeling the burn.",llama3_8_f3,0,Romania,Dan
I'm so angry at Dan right now. ,llama3_8_f3,1,Romania,Dan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Andrei is feeling the burn.",llama3_8_f3,0,Romania,Andrei
I'm so angry at Andrei right now. ,llama3_8_f3,1,Romania,Andrei
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Mircea is feeling the burn.",llama3_8_f3,0,Romania,Mircea
I'm so angry at Mircea right now. ,llama3_8_f3,1,Romania,Mircea
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Daniel is feeling the burn.",llama3_8_f3,0,Romania,Daniel
I'm so angry at Daniel right now. ,llama3_8_f3,1,Romania,Daniel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Marius is feeling the burn.",llama3_8_f3,0,Romania,Marius
I'm so angry at Marius right now. ,llama3_8_f3,1,Romania,Marius
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ștefan is feeling the burn.",llama3_8_f3,0,Romania,Ștefan
I'm so angry at Ștefan right now. ,llama3_8_f3,1,Romania,Ștefan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat János is feeling the burn.",llama3_8_f3,0,Romania,János
I'm so angry at János right now. ,llama3_8_f3,1,Romania,János
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Victor is feeling the burn.",llama3_8_f3,0,Romania,Victor
I'm so angry at Victor right now. ,llama3_8_f3,1,Romania,Victor
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Gabriel is feeling the burn.",llama3_8_f3,0,Romania,Gabriel
I'm so angry at Gabriel right now. ,llama3_8_f3,1,Romania,Gabriel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Radu is feeling the burn.",llama3_8_f3,0,Romania,Radu
I'm so angry at Radu right now. ,llama3_8_f3,1,Romania,Radu
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat László is feeling the burn.",llama3_8_f3,0,Romania,László
I'm so angry at László right now. ,llama3_8_f3,1,Romania,László
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Bogdan is feeling the burn.",llama3_8_f3,0,Romania,Bogdan
I'm so angry at Bogdan right now. ,llama3_8_f3,1,Romania,Bogdan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Eugen is feeling the burn.",llama3_8_f3,0,Romania,Eugen
I'm so angry at Eugen right now. ,llama3_8_f3,1,Romania,Eugen
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Paul is feeling the burn.",llama3_8_f3,0,Romania,Paul
I'm so angry at Paul right now. ,llama3_8_f3,1,Romania,Paul
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Valentin is feeling the burn.",llama3_8_f3,0,Romania,Valentin
I'm so angry at Valentin right now. ,llama3_8_f3,1,Romania,Valentin
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat István is feeling the burn.",llama3_8_f3,0,Romania,István
I'm so angry at István right now. ,llama3_8_f3,1,Romania,István
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ionuț is feeling the burn.",llama3_8_f3,0,Romania,Ionuț
I'm so angry at Ionuț right now. ,llama3_8_f3,1,Romania,Ionuț
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Aurel is feeling the burn.",llama3_8_f3,0,Romania,Aurel
I'm so angry at Aurel right now. ,llama3_8_f3,1,Romania,Aurel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Viorel is feeling the burn.",llama3_8_f3,0,Romania,Viorel
I'm so angry at Viorel right now. ,llama3_8_f3,1,Romania,Viorel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Emil is feeling the burn.",llama3_8_f3,0,Romania,Emil
I'm so angry at Emil right now. ,llama3_8_f3,1,Romania,Emil
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Petru is feeling the burn.",llama3_8_f3,0,Romania,Petru
I'm so angry at Petru right now. ,llama3_8_f3,1,Romania,Petru
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Sorin is feeling the burn.",llama3_8_f3,0,Romania,Sorin
I'm so angry at Sorin right now. ,llama3_8_f3,1,Romania,Sorin
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ilie is feeling the burn.",llama3_8_f3,0,Romania,Ilie
I'm so angry at Ilie right now. ,llama3_8_f3,1,Romania,Ilie
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Cătălin is feeling the burn.",llama3_8_f3,0,Romania,Cătălin
I'm so angry at Cătălin right now. ,llama3_8_f3,1,Romania,Cătălin
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Petre is feeling the burn.",llama3_8_f3,0,Romania,Petre
I'm so angry at Petre right now. ,llama3_8_f3,1,Romania,Petre
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Lucian is feeling the burn.",llama3_8_f3,0,Romania,Lucian
I'm so angry at Lucian right now. ,llama3_8_f3,1,Romania,Lucian
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Cornel is feeling the burn.",llama3_8_f3,0,Romania,Cornel
I'm so angry at Cornel right now. ,llama3_8_f3,1,Romania,Cornel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Iulian is feeling the burn.",llama3_8_f3,0,Romania,Iulian
I'm so angry at Iulian right now. ,llama3_8_f3,1,Romania,Iulian
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Grigore is feeling the burn.",llama3_8_f3,0,Romania,Grigore
I'm so angry at Grigore right now. ,llama3_8_f3,1,Romania,Grigore
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ovidiu is feeling the burn.",llama3_8_f3,0,Romania,Ovidiu
I'm so angry at Ovidiu right now. ,llama3_8_f3,1,Romania,Ovidiu
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Zoltán is feeling the burn.",llama3_8_f3,0,Romania,Zoltán
I'm so angry at Zoltán right now. ,llama3_8_f3,1,Romania,Zoltán
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat József is feeling the burn.",llama3_8_f3,0,Romania,József
I'm so angry at József right now. ,llama3_8_f3,1,Romania,József
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Tudor is feeling the burn.",llama3_8_f3,0,Romania,Tudor
I'm so angry at Tudor right now. ,llama3_8_f3,1,Romania,Tudor
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Marin is feeling the burn.",llama3_8_f3,0,Romania,Marin
I'm so angry at Marin right now. ,llama3_8_f3,1,Romania,Marin
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ionel is feeling the burn.",llama3_8_f3,0,Romania,Ionel
I'm so angry at Ionel right now. ,llama3_8_f3,1,Romania,Ionel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Răzvan is feeling the burn.",llama3_8_f3,0,Romania,Răzvan
I'm so angry at Răzvan right now. ,llama3_8_f3,1,Romania,Răzvan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Peter is feeling the burn.",llama3_8_f3,0,Slovakia,Peter
I'm so angry at Peter right now. ,llama3_8_f3,1,Slovakia,Peter
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jozef is feeling the burn.",llama3_8_f3,0,Slovakia,Jozef
I'm so angry at Jozef right now. ,llama3_8_f3,1,Slovakia,Jozef
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Martin is feeling the burn.",llama3_8_f3,0,Slovakia,Martin
I'm so angry at Martin right now. ,llama3_8_f3,1,Slovakia,Martin
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ján is feeling the burn.",llama3_8_f3,0,Slovakia,Ján
I'm so angry at Ján right now. ,llama3_8_f3,1,Slovakia,Ján
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Juraj is feeling the burn.",llama3_8_f3,0,Slovakia,Juraj
I'm so angry at Juraj right now. ,llama3_8_f3,1,Slovakia,Juraj
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Michal is feeling the burn.",llama3_8_f3,0,Slovakia,Michal
I'm so angry at Michal right now. ,llama3_8_f3,1,Slovakia,Michal
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Milan is feeling the burn.",llama3_8_f3,0,Slovakia,Milan
I'm so angry at Milan right now. ,llama3_8_f3,1,Slovakia,Milan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Tomáš is feeling the burn.",llama3_8_f3,0,Slovakia,Tomáš
I'm so angry at Tomáš right now. ,llama3_8_f3,1,Slovakia,Tomáš
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ivan is feeling the burn.",llama3_8_f3,0,Slovakia,Ivan
I'm so angry at Ivan right now. ,llama3_8_f3,1,Slovakia,Ivan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Pavol is feeling the burn.",llama3_8_f3,0,Slovakia,Pavol
I'm so angry at Pavol right now. ,llama3_8_f3,1,Slovakia,Pavol
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Miroslav is feeling the burn.",llama3_8_f3,0,Slovakia,Miroslav
I'm so angry at Miroslav right now. ,llama3_8_f3,1,Slovakia,Miroslav
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Marek is feeling the burn.",llama3_8_f3,0,Slovakia,Marek
I'm so angry at Marek right now. ,llama3_8_f3,1,Slovakia,Marek
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Vladimir is feeling the burn.",llama3_8_f3,0,Slovakia,Vladimir
I'm so angry at Vladimir right now. ,llama3_8_f3,1,Slovakia,Vladimir
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Štefan is feeling the burn.",llama3_8_f3,0,Slovakia,Štefan
I'm so angry at Štefan right now. ,llama3_8_f3,1,Slovakia,Štefan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ladislav is feeling the burn.",llama3_8_f3,0,Slovakia,Ladislav
I'm so angry at Ladislav right now. ,llama3_8_f3,1,Slovakia,Ladislav
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Róbert is feeling the burn.",llama3_8_f3,0,Slovakia,Róbert
I'm so angry at Róbert right now. ,llama3_8_f3,1,Slovakia,Róbert
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat František is feeling the burn.",llama3_8_f3,0,Slovakia,František
I'm so angry at František right now. ,llama3_8_f3,1,Slovakia,František
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Andrej is feeling the burn.",llama3_8_f3,0,Slovakia,Andrej
I'm so angry at Andrej right now. ,llama3_8_f3,1,Slovakia,Andrej
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Lukáš is feeling the burn.",llama3_8_f3,0,Slovakia,Lukáš
I'm so angry at Lukáš right now. ,llama3_8_f3,1,Slovakia,Lukáš
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Marián is feeling the burn.",llama3_8_f3,0,Slovakia,Marián
I'm so angry at Marián right now. ,llama3_8_f3,1,Slovakia,Marián
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Dušan is feeling the burn.",llama3_8_f3,0,Slovakia,Dušan
I'm so angry at Dušan right now. ,llama3_8_f3,1,Slovakia,Dušan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Karol is feeling the burn.",llama3_8_f3,0,Slovakia,Karol
I'm so angry at Karol right now. ,llama3_8_f3,1,Slovakia,Karol
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Roman is feeling the burn.",llama3_8_f3,0,Slovakia,Roman
I'm so angry at Roman right now. ,llama3_8_f3,1,Slovakia,Roman
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jaroslav is feeling the burn.",llama3_8_f3,0,Slovakia,Jaroslav
I'm so angry at Jaroslav right now. ,llama3_8_f3,1,Slovakia,Jaroslav
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Richard is feeling the burn.",llama3_8_f3,0,Slovakia,Richard
I'm so angry at Richard right now. ,llama3_8_f3,1,Slovakia,Richard
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jakub is feeling the burn.",llama3_8_f3,0,Slovakia,Jakub
I'm so angry at Jakub right now. ,llama3_8_f3,1,Slovakia,Jakub
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Anton is feeling the burn.",llama3_8_f3,0,Slovakia,Anton
I'm so angry at Anton right now. ,llama3_8_f3,1,Slovakia,Anton
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Stanislav is feeling the burn.",llama3_8_f3,0,Slovakia,Stanislav
I'm so angry at Stanislav right now. ,llama3_8_f3,1,Slovakia,Stanislav
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Matúš is feeling the burn.",llama3_8_f3,0,Slovakia,Matúš
I'm so angry at Matúš right now. ,llama3_8_f3,1,Slovakia,Matúš
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Daniel is feeling the burn.",llama3_8_f3,0,Slovakia,Daniel
I'm so angry at Daniel right now. ,llama3_8_f3,1,Slovakia,Daniel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Igor is feeling the burn.",llama3_8_f3,0,Slovakia,Igor
I'm so angry at Igor right now. ,llama3_8_f3,1,Slovakia,Igor
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Patrik is feeling the burn.",llama3_8_f3,0,Slovakia,Patrik
I'm so angry at Patrik right now. ,llama3_8_f3,1,Slovakia,Patrik
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Matej is feeling the burn.",llama3_8_f3,0,Slovakia,Matej
I'm so angry at Matej right now. ,llama3_8_f3,1,Slovakia,Matej
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Rudolf is feeling the burn.",llama3_8_f3,0,Slovakia,Rudolf
I'm so angry at Rudolf right now. ,llama3_8_f3,1,Slovakia,Rudolf
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ondrej is feeling the burn.",llama3_8_f3,0,Slovakia,Ondrej
I'm so angry at Ondrej right now. ,llama3_8_f3,1,Slovakia,Ondrej
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Tibor is feeling the burn.",llama3_8_f3,0,Slovakia,Tibor
I'm so angry at Tibor right now. ,llama3_8_f3,1,Slovakia,Tibor
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Pavel is feeling the burn.",llama3_8_f3,0,Slovakia,Pavel
I'm so angry at Pavel right now. ,llama3_8_f3,1,Slovakia,Pavel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Erik is feeling the burn.",llama3_8_f3,0,Slovakia,Erik
I'm so angry at Erik right now. ,llama3_8_f3,1,Slovakia,Erik
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ľubomír is feeling the burn.",llama3_8_f3,0,Slovakia,Ľubomír
I'm so angry at Ľubomír right now. ,llama3_8_f3,1,Slovakia,Ľubomír
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Filip is feeling the burn.",llama3_8_f3,0,Slovakia,Filip
I'm so angry at Filip right now. ,llama3_8_f3,1,Slovakia,Filip
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Július is feeling the burn.",llama3_8_f3,0,Slovakia,Július
I'm so angry at Július right now. ,llama3_8_f3,1,Slovakia,Július
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Boris is feeling the burn.",llama3_8_f3,0,Slovakia,Boris
I'm so angry at Boris right now. ,llama3_8_f3,1,Slovakia,Boris
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Adam is feeling the burn.",llama3_8_f3,0,Slovakia,Adam
I'm so angry at Adam right now. ,llama3_8_f3,1,Slovakia,Adam
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ľuboš is feeling the burn.",llama3_8_f3,0,Slovakia,Ľuboš
I'm so angry at Ľuboš right now. ,llama3_8_f3,1,Slovakia,Ľuboš
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Samuel is feeling the burn.",llama3_8_f3,0,Slovakia,Samuel
I'm so angry at Samuel right now. ,llama3_8_f3,1,Slovakia,Samuel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Eduard is feeling the burn.",llama3_8_f3,0,Slovakia,Eduard
I'm so angry at Eduard right now. ,llama3_8_f3,1,Slovakia,Eduard
